Name,Description,frontImage,backImage,vendorName,link,Garment Type,caption
PLEATED SUIT Trouser,"Wool blend Trouser featuring front pleat details at the waist, front pockets, rear welt pockets and front fastening with a zip fly and a covered button in the same fabric.",TrouserFront23,TrouserBack23,Zara,"https://www.zara.com/eg/en/pleated-suit-Trouser-p04243504.html
",Trouser,black blackness blouse conniption cotton cotton_fiber cotton_wool fit free inkiness liberate loose release scene tantrum unloose unloosen
TEXTURED Trouser,Slim fit Trouser made of textured fabric. Elasticated waistband with inner adjustable drawstring. Front pockets and back patch pocket details. Front zip fly and snap-button fastening.,TrouserFront24,TrouserBack24,Zara,"https://www.zara.com/eg/en/textured-Trouser-p04302456.html
",Trouser,adult_female downlike downy flossy fluffy heterosexual heterosexual_person lady red redness skirt straight straight_person woman
STRAIGHT-LEG Trouser,Straight-leg Trouser with front pockets and rear welt pockets. Front fastening with a hidden metal hook and zip fly.,TrouserFront25,TrouserBack25,Zara,"https://www.zara.com/eg/en/straight-leg-Trouser-p09982266.html
",Trouser,adult_female black blackness conniption cotton cotton_fiber cotton_wool fit free inkiness liberate loose lower lower_berth release scene tantrum unloose unloosen woman
WIDE-LEG LYOCELL Trouser,Wide-leg Trouser made of lyocell. Waist with front pleats. Front pockets and rear welt pockets. Curved side seams. Front zip fly and button fastening.,TrouserFront26,TrouserBack26,Zara,"https://www.zara.com/eg/en/wide-leg-lyocell-Trouser-p01034601.html
",Trouser,fringe hands jacket leather manpower men outer_boundary periphery soft work_force workforce zip zip_up zipper
RELAXED FIT JOGGER Trouser,Jogger Trouser made of fabric with a napped cotton blend on the inside. Featuring an elasticated waistband with adjustable drawstrings. Side hip pockets and back patch pocket detail. Matching print on the leg. Elasticated hems.,TrouserFront27,TrouserBack27,Zara,"https://www.zara.com/eg/en/relaxed-fit-jogger-Trouser-p04092406.html
",Trouser,band banding business_office linen office pant satin stripe trim trimness wear
CARGO Trouser,Relaxed fit Trouser. Adjustable elasticated waist with drawstring. Front pockets and rear welt pockets. Patch pockets with flaps on the legs. Elasticated cuffed hems.,TrouserFront28,TrouserBack28,Zara,"https://www.zara.com/eg/en/cargo-Trouser-p00108412.html
",Trouser,adult_female conniption fit free liberate light loose pant pink release scene tantrum trouser unloose unloosen visible_light visible_radiation woman
TEXTURED CARGO Trouser,Regular-fit Trouser made of a textured fabric. Front pockets and back pockets with flaps. Patch pockets with flaps on the leg. Front zip fly and top button fastening.,TrouserFront29,TrouserBack29,Zara,"https://www.zara.com/eg/en/textured-cargo-Trouser-p06861406.html
",Trouser,Caucasian White White_person brown brownness button causal jacket wear winter wintertime
Trouser WITH UTILITY POCKETS,Relaxed-fit Trouser. Adjustable waist with inner drawstring. Front pockets and back patch pockets with flaps. Multi-purpose leg pockets. Adjustable hem with drawstring. Front zip fly and top button fastening.,TrouserFront3,TrouserBack3,Zara,"https://www.zara.com/eg/en/Trouser-with-utility-pockets-p06786400.html
",Trouser,arm brown brownness full full-of-the-moon full_moon full_phase_of_the_moon pant sleeve trouser
LINEN - VISCOSE SUIT Trouser,Straight-leg Trouser made of a viscose and linen fabric. Front pleated details at the waist. Front pockets and rear welt pockets. Front zip fly and button fastening.,TrouserFront30,TrouserBack30,Zara,"https://www.zara.com/eg/en/linen---viscose-suit-Trouser-p04289636.html
",Trouser,adult_female blue blueness conniption fit light lose_weight lower lower_berth melt_off reduce scene slenderize slim slim_down tantrum thin visible_light visible_radiation woman
JOGGER WAIST Trouser,Relaxed-fit Trouser made of cotton fabric. Adjustable elasticated waistband with drawstring. Front pockets and back pockets with flaps.,TrouserFront31,TrouserBack31,Zara,"https://www.zara.com/eg/en/jogger-waist-Trouser-p06895601.html
",Trouser,adult_female arm blue blueness cotton cotton_fiber cotton_wool hanker light long sleeve top visible_light visible_radiation woman yearn
Trouser WITH CONTRAST DOUBLE WAIST,Wide-leg Trouser. Contrast double elasticated waistband with front pleats. Front pockets and back welt pockets. Zip fly and top button fastening.,TrouserFront32,TrouserBack32,Zara,"https://www.zara.com/eg/en/Trouser-with-contrast-double-waist-p04302311.html
",Trouser,black blackness blue_jean conniption denim fit free inkiness jean liberate loose release scene skirt tantrum unloose unloosen
TEXTURED SUIT Trouser,"Slim fit Trouser featuring front pockets, rear buttoned jetted pockets and zip fly and top button fastening.",TrouserFront33,TrouserBack33,Zara,"https://www.zara.com/eg/en/textured-suit-Trouser-p04541419.html
",Trouser,adult_female conniption fit free liberate loose pant release scene tantrum unloose unloosen woman
CORDUROY CARGO Trouser,Relaxed fit Trouser. Adjustable elasticated waistband with inner drawstring. Front pockets and rear welt pockets. Flap pockets on the legs. Pleat details on the knees. Adjustable hems with drawstrings. Front zip and button fastening.,TrouserFront34,TrouserBack34,Zara,"https://www.zara.com/eg/en/corduroy-cargo-Trouser-p05520481.html
",Trouser,adult_female hanker long silk skirt sleeved woman yearn
WIDE-LEG STRIPED Trouser,Wide-leg Trouser made of cotton. Elasticated waistband with front darts. Adjustable hems with side buttons.<br/><br/>Homewear Collection.,TrouserFront36,TrouserBack36,Zara,"https://www.zara.com/eg/en/wide-leg-striped-Trouser-p00975408.html
",Trouser,Caucasian Midi White White_person adult_female ego print self skirt woman
WIDE FIT Trouser,Wide-leg Trouser made of fabric with a velvety finish. Elasticated waistband. Side pockets and a back patch pocket. Front zip fly and top button fastening.,TrouserFront37,TrouserBack37,Zara,"https://www.zara.com/eg/en/wide-fit-Trouser-p04087419.html
",Trouser,adult_female conniption fit free liberate loose pant release scene tantrum trouser unloose unloosen wear winter wintertime woman
STRAIGHT FIT CHINO Trouser,Straight-leg Trouser with front pockets and rear welt pockets. Front zip fly and button fastening.,TrouserFront38,TrouserBack38,Zara,"https://www.zara.com/eg/en/straight-fit-chino-Trouser-p06861401.html
",Trouser,adult_female black blackness conniption fashionable fit free inkiness liberate loose pant release scene stylish tantrum trouser unloose unloosen woman
CARGO Trouser WITH REMOVABLE LEGS,Balloon-fit cotton Trouser. Front pockets and back patch pockets. Multifunctional leg pockets. Detachable legs with invisible zip. Faded effect. Front zip fly and top button fastening.,TrouserFront39,TrouserBack39,Zara,"https://www.zara.com/eg/en/cargo-Trouser-with-removable-legs-p05862482.html
",Trouser,Caucasian White White_person adult_female gold knit material midst stuff thick woman
LINEN BLEND Trouser - LIMITED EDITION,Straight-leg Trouser made of a linen blend fabric. Front pockets and back welt pockets. Front zip fly and top button fastening.,TrouserFront4,TrouserBack4,Zara,"https://www.zara.com/eg/en/linen-blend-Trouser---limited-edition-p04243521.html
",Trouser,adult_female black blackness cotton cotton_fiber cotton_wool inkiness pant woman
PLEATED-EFFECT Trouser,Relaxed-fit Trouser. Elasticated drawstring waistband and front pleats. Front pockets and rear patch pockets with flap. Front zip fly and button fastening.,TrouserFront41,TrouserBack41,Zara,"https://www.zara.com/eg/en/pleated-effect-Trouser-p07380701.html
",Trouser,aught cipher cypher forepart front front_end goose_egg hanker long nada naught nil nix nothing null top waist waistline wrap wrapper yearn zero zilch zip zippo
PRINTED SEERSUCKER Trouser X CASA JOSEPHINE,Relaxed fit Trouser made of cotton. Elasticated waistband with adjustable drawstring. Side pockets.<br/><br/>@Casa Josephine x Zara special collection,TrouserFront42,TrouserBack42,Zara,"https://www.zara.com/eg/en/printed-seersucker-Trouser-x-casa-josephine-p00775409.html
",Trouser,bank_check blue blueness check cheque cotton cotton_fiber cotton_wool design designing pant
RELAXED FIT UTILITY Trouser,Relaxed fit Trouser with an adjustable elasticated waistband with drawstrings. Front pockets and rear flap pocket details.,TrouserFront43,TrouserBack43,Zara,"https://www.zara.com/eg/en/relaxed-fit-utility-Trouser-p05862414.html
",Trouser,articulatio_cubiti black blackness cubital_joint cubitus elbow elbow_joint fille girl human_elbow inkiness jogger length miss missy young_lady young_woman
PLEATED COTTON - LINEN Trouser,Straight-leg Trouser made of cotton and linen. Waist with front pleats and a belt in the same fabric. Front pockets and back patch pockets. Front zip and button fastening.,TrouserFront44,TrouserBack44,Zara,"https://www.zara.com/eg/en/pleated-cotton---linen-Trouser-p04290352.html
",Trouser,Caucasian White White_person adult_female cloth conniption fabric fashionable fit free liberate loose material pant partywear release satin scene stylish tantrum textile trouser unloose unloosen woman
SUIT Trouser,Straight-fit Trouser with front pockets and back welt pockets. Front zip fly and button fastening.,TrouserFront45,TrouserBack45,Zara,"https://www.zara.com/eg/en/suit-Trouser-p04144291.html
",Trouser,Caucasian White White_person button fashionable hanker leg long orange stylish yearn
HERRINGBONE SUIT Trouser - LIMITED EDITION,Relaxed fit Trouser made of a cotton and linen blend fabric. Waist with front pleat details. Front pockets and rear welt pockets. Front zip fly and button fastening.,TrouserFront46,TrouserBack46,Zara,"https://www.zara.com/eg/en/herringbone-suit-Trouser---limited-edition-p04578849.html
",Trouser,adult_female champaign fashionable field free liberate loose pink plain red redness release skirt stylish unloose unloosen woman
JOGGER WAIST Trouser,Trouser made of stretchy cotton fabric. Elastic waistband with adjustable drawstrings. Front pockets and a back welt pocket. Faded-effect. Cuffed elastic hems.,TrouserFront47,TrouserBack47,Zara,"https://www.zara.com/eg/en/jogger-waist-Trouser-p05862301.html
",Trouser,Caucasian White White_person design designing dot flower form gold pattern point shape
WOOL BLEND SUIT Trouser,"Wool blend Trouser featuring front pleat details at the waist, front pockets, rear welt pockets and front fastening with a zip fly and a covered button in the same fabric.",TrouserFront48,TrouserBack48,Zara,"https://www.zara.com/eg/en/wool-blend-suit-Trouser-p04598491.html
",Trouser,Grey Zane_Grey adult_female conniption fit free liberate loose pant release scene tantrum trouser unloose unloosen woman
FADED CARPENTER Trouser,Straight-leg Trouser made of cotton with a faded finish. Front pockets and rear patch pockets. Patch pocket appliqué and multifunctional strap on the leg. Front zip fly and button fastening.,TrouserFront50,TrouserBack50,Zara,"https://www.zara.com/eg/en/faded-carpenter-Trouser-p05862404.html
",Trouser,adult_female broad cervix conniption fit free full full-of-the-moon full_moon full_phase_of_the_moon length liberate loose neck one_shot release round scene skirt tantrum unit_of_ammunition unloose unloosen wide woman
CORDUROY Trouser WITH JOGGER WAIST,Relaxed-fit Trouser. Elasticated waistband with adjustable drawstrings. Front pockets and back welt pocket.,TrouserFront51,TrouserBack51,Zara,"https://www.zara.com/eg/en/corduroy-Trouser-with-jogger-waist-p05520480.html
",Trouser,adult_female black blackness female inkiness lower lower_berth thermal wear woman
TEXTURED COTTON - LINEN Trouser,Regular-fit Trouser made of a cotton and 12% linen blend. Elasticated waistband with adjustable drawstring. Front pockets and back patch pockets with flaps. Front zip fly and top button fastening.,TrouserFront54,TrouserBack54,Zara,"https://www.zara.com/eg/en/textured-cotton---linen-Trouser-p07484401.html
",Trouser,Caucasian White White_person button cream gold lady pick top
STRAIGHT FIT Trouser,Straight-leg Trouser made of cotton fabric. Front pockets and back welt pocket detail. Front zip fly and top button fastening.,TrouserFront55,TrouserBack55,Zara,"https://www.zara.com/eg/en/straight-fit-Trouser-p04127175.html
",Trouser,adult_female athletics blue blueness jogger sport woman
BELTED CHINO Trouser,Straight-leg Trouser made of a cotton blend fabric. Belt in the same fabric on the waist. Front pockets and back jetted pockets. Front zip fly and top button fastening.,TrouserFront56,TrouserBack56,Zara,"https://www.zara.com/eg/en/belted-chino-Trouser-p04405489.html
",Trouser,adult_female conniption ego fit free liberate loose pant print release scene self tantrum trouser unloose unloosen woman
RELAXED FIT STRIPED Trouser,Relaxed fit Trouser made of cotton fabric. Adjustable elasticated waistband with drawstring. Hip side pockets and rear patch pockets.<br/><br/>Homewear Collection.,TrouserFront57,TrouserBack57,Zara,"https://www.zara.com/eg/en/relaxed-fit-striped-Trouser-p00975404.html
",Trouser,adult_female ego fashionable pant partywear print self stylish trouser woman
RELAXED FIT POPLIN Trouser,Relaxed fit Trouser made of cotton poplin. Elasticated waistband with button details. Hip side pockets.<br/><br/>Homewear Collection.,TrouserFront58,TrouserBack58,Zara,"https://www.zara.com/eg/en/relaxed-fit-poplin-Trouser-p00975405.html
",Trouser,champaign cloth dress fabric field frock hanker long material midst pant plain red redness skirt textile thick trouser yearn
KNIT JOGGING Trouser,"Knit Trouser made of spun cotton fabric. Featuring side pockets, a back pocket and an elasticated drawstring waistband.",TrouserFront59,TrouserBack59,Zara,"https://www.zara.com/eg/en/knit-jogging-Trouser-p03284406.html
",Trouser,adult_female black blackness conniption fashionable fit free inkiness liberate loose release scene skirt stylish tantrum unloose unloosen woman
STRIPED JACQUARD Trouser X CASA JOSEPHINE,Relaxed fit Trouser. Adjustable elasticated waistband with interior drawstring. Side pockets at the hip and rear patch pocket detail.<br/><br/>@Casa Josephine x Zara special collection,TrouserFront6,TrouserBack6,Zara,"https://www.zara.com/eg/en/striped-jacquard-Trouser-x-casa-josephine-p04087437.html
",Trouser,adult_female champaign colorblock field flounce frill furbelow pant plain ruffle woman
TEXTURED Trouser,Straight-leg Trouser. Elasticated waistband. Front pockets and back welt pockets. Front zip fly and button fastening.,TrouserFront60,TrouserBack60,Zara,"https://www.zara.com/eg/en/textured-Trouser-p08281271.html
",Trouser,adult_female blue blue_jean blueness denim hanker jean long pant trouser woman yearn
WIDE-FIT PLEATED Trouser,Wide-leg Trouser. Waist with front pleated details. Front pockets and rear welt pockets. Curved side seams. Fastens at the front with hidden metal hooks and front zip fly.,TrouserFront61,TrouserBack61,Zara,"https://www.zara.com/eg/en/wide-fit-pleated-Trouser-p04412009.html
",Trouser,Caucasian White White_person crotch depression detail fork form full full-of-the-moon full_moon full_phase_of_the_moon item length low pattern point shape skirt
COMBINED JACQUARD JOGGER Trouser,Wide-leg jogger Trouser. Adjustable elasticated waistband with drawstring. Side pockets and back patch pocket detail.,TrouserFront64,TrouserBack64,Zara,"https://www.zara.com/eg/en/combined-jacquard-jogger-Trouser-p04087425.html
",Trouser,adult_female design designing floral flowered light pink skirt visible_light visible_radiation woman
COTTON - LINEN Trouser,Regular-fit Trouser made of cotton and linen blend fabric. Front pockets and back pockets. Front zip fly and top button fastening.,TrouserFront65,TrouserBack65,Zara,"https://www.zara.com/eg/en/cotton---linen-Trouser-p07147415.html
",Trouser,adult_female bottom conniption fashionable fit free liberate loose release scene stylish tantrum underside undersurface unloose unloosen wear woman
PLEATED COTTON - LINEN Trouser,Straight-leg Trouser made of a cotton and linen blend. Front pleated details at the waist. Side pockets at the hip and back welt pocket. Front zip fly and button fastening.,TrouserFront66,TrouserBack66,Zara,"https://www.zara.com/eg/en/pleated-cotton---linen-Trouser-p06861914.html
",Trouser,adult_female fashionable light pant partywear pink stylish trouser visible_light visible_radiation woman
PLEATED Trouser,Straight-leg Trouser made of 25% wool. Waistband with pleat details at the front. Front pockets and rear welt pockets. Front zip fly and top button fastening.,TrouserFront67,TrouserBack67,Zara,"https://www.zara.com/eg/en/pleated-Trouser-p04467468.html
",Trouser,adult_female black blackness champaign cotton cotton_fiber cotton_wool field inkiness pant plain woman
CARPENTER Trouser WITH POCKET,Straight fit Trouser made of cotton. Front pockets and rear patch pockets. Faded effect. Patch pocket appliqué and multifunctional strap on the leg. Front zip fly and button fastening.,TrouserFront68,TrouserBack68,Zara,"https://www.zara.com/eg/en/carpenter-Trouser-with-pocket-p05862480.html
",Trouser,butterfly coat design designing glistening glossy hardy leather lustrous red redness sheeny shining shiny side stalwart stout sturdy
PLEATED TECHNICAL Trouser,Regular-fit Trouser made of a lightweight technical fabric. Waistband with front pleats. Front pockets and rear pocket details. Front zip fly and top button fastening.,TrouserFront69,TrouserBack69,Zara,"https://www.zara.com/eg/en/pleated-technical-Trouser-p03833402.html
",Trouser,Caucasian White White_person back casual cotton cotton_fiber cotton_wool dorsum insouciant nonchalant pant side slit wear yellow yellowness
STRAIGHT-LEG TECHNICAL Trouser,Straight-leg Trouser made of technical fabric. Front pockets and back patch pockets with flaps. Front zip fly and top button fastening.,TrouserFront7,TrouserBack7,Zara,"https://www.zara.com/eg/en/straight-leg-technical-Trouser-p06861753.html
",Trouser,back black blackness champaign cloth cotton cotton_fiber cotton_wool design designing dorsum fabric field inkiness material midst pant plain pocket skirt textile thick
PLEATED WIDE-LEG Trouser - LIMITED EDITION,Wide-leg Trouser with front pleats at the waist. Side pockets and back welt pocket details. Hidden metal hook and zip fly fastening on the front.,TrouserFront70,TrouserBack70,Zara,"https://www.zara.com/eg/en/pleated-wide-leg-Trouser---limited-edition-p04339266.html
",Trouser,Caucasian White White_person cream detail embellishment embroidery fashion item lower lower_berth manner mode pick point pure side slit style way
STRIPED VISCOSE - LYOCELL Trouser - LIMITED EDITION,Relaxed-fit Trouser made of a viscose and lyocell blend fabric. Featuring an adjustable elasticated waistband with drawstring. Front pockets and back welt pockets.,TrouserFront71,TrouserBack71,Zara,"https://www.zara.com/eg/en/striped-viscose---lyocell-Trouser---limited-edition-p04342736.html
",Trouser,adult_female conniption cotton cotton_fiber cotton_wool fashionable fit free liberate loose release scene skirt stylish tantrum unloose unloosen woman
LYOCELL BLEND Trouser,Wide-leg Trouser made of a lyocell blend fabric. Elasticated waistband with adjustable drawstrings. Front pockets and back patch pocket detail. Front zip fly and top button fastening.,TrouserFront72,TrouserBack72,Zara,"https://www.zara.com/eg/en/lyocell-blend-Trouser-p01034101.html
",Trouser,Caucasian White White_person adult_female conniption curve cut fit free lace lacing liberate loose release satin scene sheer skirt slew slue swerve tantrum trend unloose unloosen veer woman
Trouser WITH CUTWORK EMBROIDERY,Relaxed-fit Trouser made of cotton fabric. Adjustable elasticated waistband with drawstring. Side pockets and back welt pockets detail.,TrouserFront73,TrouserBack73,Zara,"https://www.zara.com/eg/en/Trouser-with-cutwork-embroidery-p02878461.html
",Trouser,blue blueness broad floral flowered leg light pant print visible_light visible_radiation wide
JOGGER Trouser WITH SEAM DETAIL,Wide-leg Trouser featuring an adjustable elasticated waistband with a drawstring. Front pockets and back welt pocket detail. Front seam detail on the legs.,TrouserFront74,TrouserBack74,Zara,"https://www.zara.com/eg/en/jogger-Trouser-with-seam-detail-p05644415.html
",Trouser,conniption fit free liberate loose pant release scene slack tantrum unloose unloosen wear winter wintertime
JOGGER WAIST COTTON Trouser,Trouser made of compact cotton fabric. Adjustable elastic waistband with drawstring. Side welt pockets with zip closures. Cuffed hems.<br/><br/>Zara Athleticz.,TrouserFront75,TrouserBack75,Zara,"https://www.zara.com/eg/en/jogger-waist-cotton-Trouser-p00761335.html
",Trouser,blue blue_jean blueness casual dark darkness denim hanker insouciant jean long nonchalant pant yearn
TEXTURED SUIT Trouser,"Slim fit Trouser featuring front pockets, rear buttoned jetted pockets and zip fly and top button fastening.",TrouserFront76,TrouserBack76,Zara,"https://www.zara.com/eg/en/textured-suit-Trouser-p09621451.html
",Trouser,apparel blue blueness clothes cotton cotton_fiber cotton_wool dress earth-ball earthnut truffle waist waistline wearing_apparel
PLEATED Trouser,Wide-leg Trouser made of stretchy cotton fabric. Waistband with front pleats. Front pockets and rear pockets. Front zip fly and top button fastening.,TrouserFront77,TrouserBack77,Zara,"https://www.zara.com/eg/en/pleated-Trouser-p01063412.html
",Trouser,Caucasian White White_person adult_female conniption cotton cotton_fiber cotton_wool fit free liberate loose pant release scene tantrum unloose unloosen woman
SHIMMER EFFECT Trouser,Wide-leg Trouser made of technical fabric with a shiny finish. Adjustable elasticated waistband. Side pockets. Adjustable hem with hidden elastic detail on the sides.,TrouserFront78,TrouserBack78,Zara,"https://www.zara.com/eg/en/shimmer-effect-Trouser-p03046400.html
",Trouser,arm black blackness fashionable full full-of-the-moon full_moon full_phase_of_the_moon inkiness jacket leather sleeve stylish
CARPENTER Trouser WITH POCKET,Straight fit Trouser made of cotton. Front pockets and rear patch pockets. Faded effect. Patch pocket appliqué and multifunctional strap on the leg. Front zip fly and button fastening.,TrouserFront8,TrouserBack8,Zara,"https://www.zara.com/eg/en/carpenter-Trouser-with-pocket-p05862413.html
",Trouser,beautiful embellishment embroidery flower shirt
WIDE-LEG KNIT Trouser,Wide-leg Trouser made of spun cotton. Featuring an elasticated waistband. Side pockets and rear welt pocket.,TrouserFront81,TrouserBack81,Zara,"https://www.zara.com/eg/en/wide-leg-knit-Trouser-p04216410.html
",Trouser,Caucasian White White_person back bank_check check cheque conniption dorsum fit free liberate loose pocket print publish release scene slack tantrum unloose unloosen
VISCOSE - LINEN Trouser,Relaxed-fit Trouser in a viscose and linen blend fabric. Side pockets and back patch pockets detail. Front fastening with zip and drawstring.,TrouserFront82,TrouserBack82,Zara,"https://www.zara.com/eg/en/viscose---linen-Trouser-p02675410.html
",Trouser,Caucasian White White_person arm ball business_office conniption fit formal hanker long lose_weight melt_off office reduce scene sleeve slenderize slim slim_down tantrum thin wear yearn
JOGGER Trouser WITH SEAM DETAIL,Straight-leg Trouser. Adjustable elasticated waistband with a drawstring. Side pockets and back patch pockets. Front seam detail on the legs.,TrouserFront83,TrouserBack83,Zara,"https://www.zara.com/eg/en/jogger-Trouser-with-seam-detail-p04087413.html
",Trouser,Caucasian White White_person adult_female articulatio_genus genu human_knee knee knee_joint length skirt woman
STRIPED SUIT Trouser,Straight-leg Trouser. Elasticated waistband. Front pockets and back welt pockets. Front zip fly and button fastening.,TrouserFront84,TrouserBack84,Zara,"https://www.zara.com/eg/en/striped-suit-Trouser-p04551750.html
",Trouser,adult_female business_office conniption fit free liberate linen loose office pant release scene tantrum unloose unloosen woman
FELT TEXTURE CHINOS,Straight-leg Trouser made of a wool blend. Front pockets and rear welt pocket. Front fastening with a hidden metal hook and zip fly.,TrouserFront85,TrouserBack85,Zara,"https://www.zara.com/eg/en/felt-texture-chinos-p04406688.html
",Trouser,business_office conniption cotton cotton_fiber cotton_wool fit free liberate linen loose office release scene slack tantrum unloose unloosen
TEXTURED JACQUARD Trouser,Relaxed-fit Trouser with an elasticated waistband. Side pockets and patch pocket detail on the back. Front zip fly and top button fastening.,TrouserFront86,TrouserBack86,Zara,"https://www.zara.com/eg/en/textured-jacquard-Trouser-p01437406.html
",Trouser,adult_female conniption fit free liberate light loose pant pink release scene tantrum trouser unloose unloosen visible_light visible_radiation woman
100% LINEN SUIT Trouser,Straight-leg Trouser made of linen. Front pockets and back jetted buttoned pockets. Front zip fly and top button fastening.,TrouserFront87,TrouserBack87,Zara,"https://www.zara.com/eg/en/100-linen-suit-Trouser-p04308408.html
",Trouser,Caucasian White White_person blue blueness elastic elastic_band light pant rubber_band short visible_light visible_radiation
TECHNICAL SUIT Trouser,Straight-leg Trouser made of technical fabric. Front pockets and back welt pockets. Front zip fly and top button fastening.,TrouserFront88,TrouserBack88,Zara,"https://www.zara.com/eg/en/technical-suit-Trouser-p04549768.html
",Trouser,back dorsum fashionable partywear purple purpleness shirt side stylish
WRINKLE EFFECT CARGO Trouser,Wide-leg Trouser. Front pockets and rear double welt pockets. Appliqué patch pocket with flaps on the legs. Front zip fly and top button fastening.,TrouserFront89,TrouserBack89,Zara,"https://www.zara.com/eg/en/wrinkle-effect-cargo-Trouser-p07380702.html
",Trouser,Caucasian White White_person black blackness clear inkiness leg_covering legging leging open run_up sew sew_together side soft stitch
STRAIGHT FIT Trouser,Straight-leg Trouser. Front pockets and asymmetric back pockets. Front zip and hidden metal hook fastening.,TrouserFront9,TrouserBack9,Zara,"https://www.zara.com/eg/en/straight-fit-Trouser-p01034302.html
",Trouser,adult_female champaign color coloring colour colouring field pant plain red redness trouser woman
SLOUCHY FIT JEANS,Slouchy-fit jeans. Elasticated waistband. Five-pocket design. Faded effect. Front zip fly and top button fastening.,TrouserFront90,TrouserBack90,Zara,"https://www.zara.com/eg/en/slouchy-fit-jeans-p05862406.html
",Trouser,black blackness comfortable comfy inkiness skirt
SLIM FIT FADED JEANS,"Slim fit jeans made of denim fabric that has undergone a special finish that makes each garment unique. For this reason, it may differ in colour from that of the photo.<br/><br/>Five pockets. Ripped and faded effect. Front zip fly and button fastening.",TrouserFront91,TrouserBack91,Zara,"https://www.zara.com/eg/en/slim-fit-faded-jeans-p05585402.html
",Trouser,design designing embellishment embroidery glimmer glimmering inkling intimation jacket midst thick wear
FADED BAGGY-FIT JEANS,"Baggy-fit jeans made of denim fabric that has undergone a special finish that makes each garment unique. For this reason, it may differ in colour from that of the photo.<br/><br/>Five pockets. Ripped and faded effect. Front zip fly and button fastening.",TrouserFront92,TrouserBack92,Zara,"https://www.zara.com/eg/en/faded-baggy-fit-jeans-p05585401.html
",Trouser,adult_female brown brownness casual hanker insouciant light long nonchalant pant visible_light visible_radiation woman yearn
RELAXED FIT JEANS,Relaxed fit jeans. Five pockets. Dart details on the leg. Faded effect. Front zip fly and button fastening.,TrouserFront93,TrouserBack93,Zara,"https://www.zara.com/eg/en/relaxed-fit-jeans-p01538431.html
",Trouser,Caucasian White White_person adult_female balloon blue blueness cotton cotton_fiber cotton_wool pant woman
BIKER FLARED FIT JEANS,Flared fit jeans. Front pockets at the hip. Seams with topstitching on the legs. Faded effect. Front zip fly and button fastening.,TrouserFront96,TrouserBack96,Zara,"https://www.zara.com/eg/en/biker-flared-fit-jeans-p06688413.html
",Trouser,adult_female black blackness high inkiness skirt waist waistline woman
BAGGY FIT JEANS,Baggy fit jeans. Five pockets. Faded effect. Front zip fly and button fastening.,TrouserFront97,TrouserBack97,Zara,"https://www.zara.com/eg/en/baggy-fit-jeans-p01538460.html
",Trouser,Grey Zane_Grey color coloring colour colouring cotton cotton_fiber cotton_wool departure going going_away leaving pant
BAGGY FIT JEANS,Baggy fit jeans. Five pockets. Faded effect. Front zip fly and button fastening.,TrouserFront98,TrouserBack98,Zara,"https://www.zara.com/eg/en/baggy-fit-jeans-p01472400.html
",Trouser,cotton cotton_fiber cotton_wool pant
BAGGY JEANS WITH SEAM DETAIL,Baggy jeans. Side pockets at the hip and rear patch pockets. Legs with front vertical seam detail. Faded effect. Front zip fly and button fastening.,TrouserFront99,TrouserBack99,Zara,"https://www.zara.com/eg/en/baggy-jeans-with-seam-detail-p01538432.html
",Trouser,Grey Zane_Grey adult_female elastic elastic_band rubber_band skirt waist waistline woman
T-SHIRT WITH CONTRAST PATCH,Loose-fitting T-shirt with a round neck and short sleeves. Matching patch appliqué on the chest.,TshirtFront1,TshirtBack1,Zara,"https://www.zara.com/eg/en/t-shirt-with-contrast-patch-p00679401.html
",Tshirt,Caucasian White White_person adult_female color coloring colour colouring shirt woman
TEXTURED KNIT T-SHIRT,Loose-fitting knit T-shirt made of spun cotton fabric. Featuring a round neck and short sleeves.,TshirtFront10,TshirtBack10,Zara,"https://www.zara.com/eg/en/textured-knit-t-shirt-p03284421.html
",Tshirt,arm dress frock pink short sleeve sweatshirt winter wintertime
P&B BLACK LABEL SHORT SLEEVE T-SHIRT,,TshirtFront100,TshirtBack100,Pull&Bear,"https://www.pullandbear.com/eg/en/pb-black-label-short-sleeve-tshirt-l03243563?cS=802&pelement=611229227
",Tshirt,Caucasian White White_person black blackness cotton cotton_fiber cotton_wool inkiness print shirt
GEOMETRIC PRINT SHORT SLEEVE T-SHIRT,,TshirtFront101,TshirtBack101,Pull&Bear,"https://www.pullandbear.com/eg/en/geometric-print-short-sleeve-tshirt-l03241755?cS=711&pelement=593739967
",Tshirt,arm cervix hanker long metallic neck one_shot pink round shirt sleeve unit_of_ammunition yearn
GEOMETRIC PRINT SHORT SLEEVE T-SHIRT,,TshirtFront102,TshirtBack102,Pull&Bear,"https://www.pullandbear.com/eg/en/geometric-print-short-sleeve-tshirt-l03241755?cS=400&pelement=593739966
",Tshirt,blue_jean denim dress frock jean size small
GEOMETRIC PRINT SHORT SLEEVE T-SHIRT,,TshirtFront103,TshirtBack103,Pull&Bear,"https://www.pullandbear.com/eg/en/geometric-print-short-sleeve-tshirt-l03241755?cS=800&pelement=593739968
",Tshirt,Caucasian White White_person cotton cotton_fiber cotton_wool shirt slide_fastener zip zip_fastener zipper
